id,title,author,source_text,source_grade,license,url
3572,Juggernaut of Space,Ray Cummings,"A man of multi-millions and international importance makes many friends, and inevitably many enemies. Seldom can he know what people really think of him. His enemies exaggerate the worst, and his friends mostly fawn. Blaine's personal reputation, by hearsay, had reached me, of course. I had no expectation of liking him, and, very frankly, I didn't. I found him a big man, as tall as myself, heavy, portly from easy living. But I must say his appearance was impressive—a big mane of shaggy hair, a rather handsome, large-featured face, keen dark eyes under heavy brows, a jutting chin. He was playing chess with a fellow club member and I sat down to watch. I know something about chess, and I think his playing very well displayed his character. He won, with skill of aggressive attack. But there was about it something you didn't like. His incisive moving of his men, as though there could be no doubt that it was the correct move; and his whole attitude made you hope it wasn't. It was a quite informal game. Once Blaine made an obvious, rather silly mistake, exposing a piece.",6.3,Public Domain,http://www.gutenberg.org/files/62416/62416-h/62416-h.htm
6189,Franz Schubert : The Story of the Boy Who Wrote Beautiful Songs,Thomas Tapper,"Franz's father was a schoolmaster, and so was Franz himself for three years. He taught the little children of Vienna their A-B-C's, and how to do sums. Of course, he helped them to learn to read. Sometimes we find it quite hard to take one piano lesson or violin lesson a week. But from the time when Franz Schubert was a very little boy he had lessons every week for violin, voice, and piano. A little later he began to study harmony with a very famous man who knew Mozart. His name was Antonia Salieri With so many lessons and with school work just as we have it, Franz must have been a very busy boy. He was quite poor and often very hungry; but in spite of that he was always good natured and full of fun. At eleven years of age he became a singer in the chapel of the Emperor. It was here that Salieri was director.",6.39,Public Domain,http://www.gutenberg.org/files/35070/35070-h/35070-h.htm
6181,Johann Sebastian Bach : The story of the boy who sang in the streets,Thomas Tapper,"In the same town in which Sebastian was born there stands on the top of a hill a very famous castle built many hundreds of years ago. This castle is called the Wartburg. As a boy little Sebastian used to climb the hill with his friends, and they, no doubt, had a happy time playing about the castle grounds. In one of its great halls the minstrels of Germany held their Song Contests. When Sebastian was old enough he used to travel afoot, just as the minstrels did; his purpose was to go to hear fine organ players. Once as he sat weary by the roadside someone threw a herring to him so that he might eat as he rested. Little Sebastian's father was named Johan Ambrosius Bach. He, too, was a musician, as his people had been for many years. One of these was a miller who played and sang while the corn was grinding. His name was Veit Bach, and his little boy was called Hans, the Player, because he, too, loved to play the violin.",6.53,Public Domain,http://www.gutenberg.org/files/34568/34568-h/34568-h.htm
6474,The Rover Boys at School,Arthur M. Winfield,"Of the three Rover boys, Richard, commonly called Dick, was the eldest. He was sixteen, tall, slender, and had dark eyes and dark hair. He was a rather quiet boy, one who loved to read and study, although he was not above having a good time now and then, when he felt like ""breaking loose,"" as Tom expressed it. Next to Richard came Tom, a year younger, as merry a lad as there was ever to be found, full of life and ""go,"" not above playing all sorts of tricks on people, but with a heart of gold, as even his uncle and aunt felt bound to admit. Sam was the youngest. He was but fourteen, but of the same height and general appearance as Tom, and the pair might readily have been taken for twins. He was not as full of pranks as Tom, but excelled his brothers in many outdoor sports.",6.6,Public Domain,http://www.gutenberg.org/cache/epub/5780/pg5780-images.html
5481,SOLIMIN: A SHIP OF THE DESERT.,SUSAN COOLIDGE.,"The biggest desert in the world is in Africa, and is called the Sahara. It is almost as large as the Atlantic Ocean, but instead of water it is all sands and rocks. Like the ocean, it is visited with storms; dreadful gales, when the wind scoops up thousands of tons of sand and drives them forward, burying and crushing all they meet. And it has islands, too—small green patches, where springs bubble through the ground, and ferns and acacias and palm-trees grow. When a traveler sees one of these fertile spots afar off, he feels as a tempest-tossed sailor does at sight of land. It is delightful to quit the hot, baking sun, sit in shadow under the trees, and rest the eyes, long wearied with dazzling sands, on the sweet green and the clear spring. Oases, these islands are called. Long distances divide them. It is often a race for life to get across from one to the other.",6.68,Public Domain,http://www.gutenberg.org/files/15331/15331-h/15331-h.htm
3775,MASTER MASHAI,Rabindranath Tagore,"Venu was now eleven. Haralal had passed his Intermediate, winning a scholarship. He was working hard for his B.A. degree. After College lectures were over, he would take Venu out into the public park and tell him stories about the heroes from Greek History and Victor Hugo's romances. The child used to get quite impatient to run to Haralal, after school hours, in spite of his mother's attempts to keep him by her side. This displeased Nanibala. She thought that it was a deep-laid plot of Haralal's to captivate her boy, in order to prolong his own appointment. One day she talked to him from behind the purdah: ""It is your duty to teach my son only for an hour or two in the morning and evening. But why are you always with him? The child has nearly forgotten his own parents. You must understand that a man of your position is no fit companion for a boy belonging to this house."" Haralal's voice choked a little as he answered that, for the future, he would merely be Venu's teacher and would keep away from him at other times.",6.75,Public Domain,http://www.gutenberg.org/files/33525/33525-h/33525-h.htm
5406,THE ANT'S DAIRY,T.C.,"The ants, therefore, climb up trees on whose leaves the aphides have collected. Then an ant goes close to one of these insects for a drop of the sweet juice. If this be not soon given out, the ant will gently tap the body of the aphid, and thus obtain a supply of the sweet fluid. After feasting on this, the ant will pass to another little aphis and treat it in the same manner for another drop. But the ant has sense enough to treat the aphis as we treat our cows. Our farmers, you know, keep the cows in enclosed meadows, and supply them with hay and turnips when the grass fails. The ants also take a number of aphides close to their nests, and there keep them secure and supply them with suitable food. Now the ladybirds are also fond of the aphides, and eat them up by hundreds.",6.8,Public Domain,http://www.gutenberg.org/files/15928/15928-h/15928-h.htm#THE_ANTS_DAIRY
2177,What Do We Learn From Studying Traumatic Brain Injury?,Kristin Wilmoth Michael McCrea,"A hard bump to the head can cause traumatic brain injury (TBI). Doctors treat more than 2 million Americans with TBI every year. Common causes of TBI are car crashes or hitting your head. Some TBIs are severe and some are milder. All TBIs can have serious effects, which include bleeding, brain swelling, or tearing of the brain's connections. It is important for researchers to study TBI, so that they can find ways to help those with a brain injury to get better. With this common goal in mind, scientists around the world are researching TBI. People with TBI often come to hospitals or clinics and some become part of research studies. TBI researchers follow athletes and military service members, too, because their activities increase the risk of TBI. In this paper, we review different types of TBI studies. We also discuss the groups helping scientists. We will also tell you how you could become a future TBI researcher!",6.87,Public Domain,https://kids.frontiersin.org/article/10.3389/frym.2019.00158
4724,A Matter of Prejudice,Kate Chopin,"She had not spoken to her son Henri for ten years because he had married an American girl from Prytania street. She would not permit green tea to be introduced into her house, and those who could not or would not drink coffee might drink tisane of fleur de Laurier for all she cared. Nevertheless, the children seemed to be having it all their own way that day, and the organ-grinders were let loose. Old madame, in her retired corner, could hear the screams, the laughter and the music far more distinctly than she liked. She rocked herself noisily, and hummed ""Partant pour la Syrie."" She was straight and slender. Her hair was white, and she wore it in puffs on the temples. Her skin was fair and her eyes blue and cold. Suddenly she became aware that footsteps were approaching, and threatening to invade her privacy — not only footsteps, but screams! Then two little children, one in hot pursuit of the other, darted wildly around the corner near which she sat.",6.91,Public Domain,https://www.commonlit.org/texts/a-matter-of-prejudice
1599,PEN AND INKSTAND,Hans Christian Andersen,"Late in the evening the Poet returned home. He had been at a concert, had heard a celebrated violin player, and was quite enchanted with his wonderful performance. It had been a complete gush of melody that he had drawn from the instrument. Sometimes it seemed like the gentle murmur of a rippling stream, sometimes like the singing of birds, sometimes like the tempest sweeping through the mighty pine forests, he fancied he heard his own heart weep, but in the sweet tones that can be heard in a woman's charming voice. It seemed as if not only the strings of the violin made music, but its bridge, its pegs, and its sounding board. It was astonishing! The piece had been a most difficult one; but it seemed like play-as if the bow were but wandering capriciously over the strings. Such was the appearance of facility, that everyone might have supposed he could do it. The violin seemed to sound of itself, the bow to play of itself. These two seemed to do it all. One forgot the master who guided them, who gave them life and soul.",6.97,Public Domain,http://www.gutenberg.org/cache/epub/3152/pg3152-images.html
4814,The Happy Prince,Oscar Wilde,"One night there flew over the city a little Swallow. His friends had gone away to Egypt six weeks before, but he had stayed behind, for he was in love with the most beautiful Reed. He had met her early in the spring as he was flying down the river after a big yellow moth, and had been so attracted by her slender waist that he had stopped to talk to her. ""Shall I love you?"" said the Swallow, who liked to come to the point at once, and the Reed made him a low bow. So he flew round and round her, touching the water with his wings, and making silver ripples. This was his courtship, and it lasted all through the summer. ""It is a ridiculous attachment,"" twittered the other Swallows; ""she has no money, and far too many relations""; and indeed the river was quite full of Reeds. Then, when the autumn came they all flew away.",7.03,Public Domain,http://www.gutenberg.org/files/902/902-h/902-h.htm
6780,"Crowded Out o' Crofield or, The Boy who made his Way",William O. Stoddard,"Perhaps she had been wise in getting behind the nearest tree. It was a young maple, two inches through, lately set out, but it might have stopped a pair of very small horses. Those in the road were large—almost too large to run well. They were well-matched grays, and they came thundering along in a way that was really fine to behold; heads down, necks arched, nostrils wide, reins flying, the wagon behind them banging and swerving—no wonder everybody stood still and, except Mary Ogden, shouted, ""Stop 'em!"" One young fellow, across the street, stood still only until the runaways were all but close by him. Then he darted out into the street, not ahead of them but behind them. No man on earth could have stopped those horses by standing in front of them. They could have charged through a regiment. Their heavy, furious gallop was fast, too, and the boy who was now following them, must have been as light of foot as a young deer.",7.09,Public Domain,http://www.gutenberg.org/files/21846/21846-h/21846-h.htm
2448,Vaccine,simple wiki,"A vaccine gives immunity to an infectious disease caused by a particular bacterium or virus. This means the vaccine makes a person less likely to get that disease. For example, the flu vaccine makes it less likely that a person will get the flu. Vaccines are usually made from something that is alive, or was alive. The word ""vaccine"" comes from the Latin words vaccin-us (from the word vacca, meaning ""cow""). In 1796, Edward Jenner used cows infected with cowpox (variolae vaccinae) to protect people against smallpox. The use of vaccines is called vaccination. Edward Jenner created the first vaccine in the 1770s. At this time, smallpox was a deadly disease. Jenner noticed that people who had already had cowpox (a disease that is related to smallpox) usually did not get smallpox. He thought that getting cowpox protected people against smallpox. To test this idea, Jenner gave a boy cowpox. Then he infected the boy with smallpox. The boy did not get sick because he had already had cowpox. Jenner was right: having cowpox protected people against smallpox.",7.13,CC BY-SA 3.0 and GFDL,https://simple.wikipedia.org/wiki/Vaccine
2003,DNA,simple wiki,"DNA, short for deoxyribonucleic acid, is the molecule that contains the genetic code of organisms. This includes animals, plants, protists, archaea and bacteria. DNA is in each cell in the organism and tells cells what proteins to make. Mostly, these proteins are enzymes. DNA is inherited by children from their parents. This is why children share traits with their parents, such as skin, hair and eye color. The DNA in a person is a combination of the DNA from each of their parents. Part of an organism's DNA is ""non-coding DNA"" sequences. They do not code for protein sequences. Some noncoding DNA is transcribed into non-coding RNA molecules, such as transfer RNA, ribosomal RNA, and regulatory RNAs. Other sequences are not transcribed at all, or give rise to RNA of unknown function. The amount of non-coding DNA varies greatly among species. For example, over 98% of the human genome is non-coding DNA, while only about 2% of a typical bacterial genome is non-coding DNA.",7.21,CC BY-SA 3.0 and GFDL,https://simple.wikipedia.org/wiki/DNA
2410,Supernova,simple wiki,"A supernova is when a huge star explodes. It usually happens when its nuclear fusion cannot hold the core against its own gravity. The core collapses, and explodes. The biggest supernovae are called hypergiants and smaller ones are called supergiants. They are massive: because of gravity they use up their energy very quickly. Normally they only live for a few million years. During the explosion, the total energy radiated by supernovae may briefly outshine the entire output of a galaxy. They emit energy equal to that of the whole lifetime of a solar-like star. The explosion blows of its stellar material away from the star, at velocities up to 30,000 km/s or 10% of the speed of light. This drives a shock wave into the surrounding interstellar medium. This sweeps up an expanding shell of gas and dust, which we see as a supernova remnant. After exploding, what is left becomes a black hole or a neutron star. Most stars are small and do not explode. They become colder and smaller, and they become white dwarf stars.",7.27,CC BY-SA 3.0 and GFDL,https://simple.wikipedia.org/wiki/Supernova
7273,Energy Story,California Energy Commission,"Each atom has a specific number of electrons, protons and neutrons. But no matter how many particles an atom has, the number of electrons usually needs to be the same as the number of protons. If the numbers are the same, the atom is called balanced, and it is very stable. So, if an atom had six protons, it should also have six electrons. The element with six protons and six electrons is called carbon. Carbon is found in abundance in the sun, stars, comets, atmospheres of most planets, and the food we eat. Coal is made of carbon; so are diamonds. Some kinds of atoms have loosely attached electrons. An atom that loses electrons has more protons than electrons and is positively charged. An atom that gains electrons has more negative particles and is negatively charged. A ""charged"" atom is called an ""ion."" Electrons can be made to move from one atom to another. When those electrons move between the atoms, a current of electricity is created. The electrons move from one atom to another in a ""flow."" One electron is attached and another electron is lost.",7.31,Public Domain,https://www.commonlit.org/texts/energy-story
3875,THE STORY OF A FOREST FIRE,Raymond S. Spears,"For more than six weeks no rain had fallen along the southwest side of the Adirondacks. The ground was parched. In every direction from Seabury Settlement fires had been burning through the forest, but as yet the valley of the West Canada had escaped. But one night a careless man threw a burning match into a brush-heap. When morning came the west wind, blowing up the valley, was ash-laden and warm with the fire that was coming eastward toward the settlement in a line a mile wide. Soon after daybreak Lem Lawson met the fire on his way to Noblesborough, and warned the settlement of its danger. One man hastened to Noblesborough for the fire-warden, two went up the West Canada to the lumber-camps. The rest of the male population, including boys, hastened down the main road to an old log trail. It was hoped the fire might be stopped at the open the road afforded.",7.35,Public Domain,http://www.gutenberg.org/ebooks/6302
1239,EZRA'S THANKSGIVIN' OUT WEST,By Eugene Field.,"Ezra had written a letter to the home folks, and in it he had complained that never before had he spent such a weary, lonesome day as this Thanksgiving Day had been. Having finished this letter, he sat for a long time gazing idly into the open fire that snapped cinders all over the hearthstone and sent its red forks dancing up the chimney to join the winds that frolicked and gamboled across the Kansas prairies that raw November night. It had rained hard all day, and was cold; and although the open fire made every honest effort to be cheerful, Ezra, as he sat in front of it in the wooden rocker and looked down into the glowing embers, experienced a dreadful feeling of loneliness and homesickness. ""I'm sick o' Kansas,"" said Ezra to himself. ""Here I've been in this plaguey country for goin' on a year, and—yes, I'm sick of it, powerful sick of it. What a miser'ble Thanksgivin' this has been! They don't know what Thanksgivin' is out this way. I wish I was back in ol' Mass'chusetts—that's the country for me, and they hev the kind o' Thanksgivin' I like!""",7.41,Public Domain,http://www.gutenberg.org/files/19909/19909-h/19909-h.htm#EZRAS_THANKSGIVIN_OUT_WEST
3037,Eleanor Roosevelt: Not Without Her Consent,Shelby Ostergaard,"Eleanor Roosevelt was born in New York City on October 11, 1884, to a prominent American family. In fact, her uncle Teddy Roosevelt had been president of the United States. She was a shy child who experienced great loss at a young age — her mother died when she was just eight, and her father died just two years later. She was then sent to boarding school in England for her teenage years. It was not long after she returned to the States that she married her distant cousin, Franklin Delano Roosevelt, in 1905 at the age of 21. Franklin was a lawyer. But he was happy to tell anyone who would listen that he wouldn't be for long. He planned to win a seat in the state legislature, become an assistant secretary of the Navy, and then become governor of New York. This path, he reasoned, was sure to lead to the presidency. Originally, his wife Eleanor was brought along for the ride. The first years of their marriage were filled with campaigns for him and pregnancies for her. He ran for state senate twice and she became pregnant six times, although only five of the children survived.",7.47,CC BY-NC-SA 2.0,https://www.commonlit.org/texts/eleanor-roosevelt-not-without-her-consent
6100,HUNTING THE DECEITFUL TURKEY,Mark Twain,"I was ashamed, and also lost; and it was while wandering the woods hunting for myself that I found a deserted log cabin and had one of the best meals there that in my life-days I have eaten. The weed-grown garden was full of ripe tomatoes, and I ate them ravenously, though I had never liked them before. Not more than two or three times since have I tasted anything that was so delicious as those tomatoes. I surfeited myself with them, and did not taste another one until I was in middle life. I can eat them now, but I do not like the look of them. I suppose we have all experienced a surfeit at one time or another. Once, in stress of circumstances, I ate part of a barrel of sardines, there being nothing else at hand, but since then I have always been able to get along without sardines.",7.5,Public Domain,http://www.gutenberg.org/files/3186/3186-h/3186-h.htm
4802,Pencil Portraits from College Life,J. M. Barrie,"Some men of letters, not necessarily the greatest, have an indescribable charm to which we give our hearts. Thackeray is the young man's first love. Of living authors, none perhaps bewitches the reader more than Mr. Stevenson, who plays upon words as if they were a musical instrument. To follow the music is less difficult than to place the musician. A friend of mine, who, like Mr. Grant Allen, reviews 365 books a year, and 366 in leap years, recently arranged the novelists of today in order of merit. Meredith, of course, he wrote first, and then there was a fall to Hardy. ""Haggard,"" he explained, ""I dropped from the Eiffel Tower; but what can I do with Stevenson? I can't put him before 'Lorna Doone.'"" So Mr. Stevenson puzzles the critics, fascinating them until they are willing to judge him by the great work he is to write by and by when the little books are finished. Over ""Treasure Island"" I let my fire die in winter without knowing that I was freezing. But the creator of Alan Breck has now published nearly twenty volumes.",7.56,Public Domain,http://www.online-literature.com/barrie/4549/
6481,The Rover Boys on Treasure Isle The Strange Cruise of the Steam Yacht,Arthur M. Winfield,"Scarcely daring to breathe, now that they knew the strange men were so close, the three Rover boys walked to the open doorway of the old mill and went inside. Dick led the way and crossed to where an enclosed stairs ran to the floor below. On tiptoes he went down, not trusting a step until he was sure of his footing. It was well he did this, for two of the steps were entirely rotted away, and he had to warn his brothers, otherwise one or another might have had a fall. Standing in the wheel room of the old mill the boys saw another streak of light, coming from the room which Dick had suggested. The door to this was closed, a bolt on the inner side holding it in place. There was another bolt on the outside, which Dick remembered having seen on a previous visit.",7.6,Public Domain,http://www.gutenberg.org/cache/epub/15723/pg15723-images.html
4723,Story of An Hour,Kate Chopin,"There stood, facing the open window, a comfortable, roomy armchair. Into this she sank, pressed down by a physical exhaustion that haunted her body and seemed to reach into her soul. She could see in the open square before her house the tops of trees that were all aquiver with the new spring life. The delicious breath of rain was in the air. In the street below a peddler was crying his wares. The notes of a distant song which someone was singing reached her faintly, and countless sparrows were twittering in the eaves.There were patches of blue sky showing here and there through the clouds that had met and piled one above the other in the west facing her window. She sat with her head thrown back upon the cushion of the chair, quite motionless, except when a sob came up into her throat and shook her, as a child who has cried itself to sleep continues to sob in its dreams.",7.66,Public Domain,https://www.commonlit.org/texts/story-of-an-hour
2722,Voice_over_Internet_Protocol,simple wiki,"Voice over Internet protocol (or VoIP) is a term used for a number of protocols that are used to carry voice data over packet switched networks. Beforehand, telephony used a dedicated line, that was allocated to a call, during the time of that call. This was known as PSTN (or ""public switched telephony network""). Using VOIP will reduce costs, as the ""dedicated line"" for telephony (and fax) is no longer needed. There are a number of technical problems that must be solved first, though: Carrying voice data needs a service guarantees (mostly in the form of ""throughput"", and ""response time""). Not having this will result in a loss of signal (or in ""hiccups"") Most telephony network provide the possibility to operate a phone, even when the power is lost in the area. This is done so that emergency calls can still be made. VOIP usually does not provide this possibility. The LAN is now used both for voice and data and becomes a single point of failure. If there are problems with the LAN, this can also affect VOIP calls.",7.7,CC BY-SA 3.0 and GFDL,https://simple.wikipedia.org/wiki/Voice_over_Internet_Protocol
1159,THE PRODIGAL SON.,?,"A certain man had two sons, and the younger of them said to his father, ""Father, give me the portion of thy wealth that would fall to me at thy death."" He did so, and a few days after the younger son gathered all his wealth together and journeyed into a far country. There he met with evil companions, and wasted his money in riotous living. When he had spent all, there arose a mighty famine in that land, and he began to be in want of bread to eat. So he went and hired himself to a man of that country, who sent him into the fields to feed his pigs. And he was so hungry that he would have been glad to have eaten the coarse food such as the swine eat; but no one gave it to him.",7.8,Public Domain,http://www.gutenberg.org/files/17163/17163-h/17163-h.htm
6480,"The Rover Boys in Camp or, The Rivals of Pine Island",Arthur M. Winfield,"One after the other the boys entered the opening beyond. At first they could see but little, but gradually their eyes became accustomed to the gloom and they made out a rocky chamber about twelve feet wide and running back in irregular shape for a hundred feet or more. At some points the ceiling was so low they had to stoop, while elsewhere it was far above their reach. The flooring was fairly level, with rock in some places and hard dirt in others. The opening was rudely furnished with a heavy table and a bench, and close to one wall was a box bed, still filled with pine boughs. On a big wooden hook hung a man's coat, so decayed that it began to fall apart when they touched it. The table contained several tin cups and plates, all rust eaten.",7.86,Public Domain,http://www.gutenberg.org/cache/epub/15795/pg15795-images.html
2376,The Dark Ocean Is Full of Lights,Séverine Martini & Warren R. Francis,"Why do animals put their energy into making light? One reason to emit light is that, in the ocean, the sunlight barely penetrates deeper than a few hundred meters. Below that, it is completely dark. During the night, even the ocean surface is dark, except for the faint glow from the moonlight, so light is a great way for animals to communicate. But who are they communicating with and who else is seeing these signals? For marine species, emitting light or looking for light in the darkness helps them to find partners or even something to eat. For example, the angler fish uses its glowing lure to attract small prey that will undoubtedly end up in its stomach. Of course, since the prey do not want to be eaten, they can use bioluminescence too, but as a defense. Many different strategies can be used. Shooting a cloud of luminescent mucus is a way to leave predators dazzled for a few seconds. Indeed, imagine that you have been in a dark room for a few minutes.",7.94,CC BY 4.0,https://kids.frontiersin.org/article/10.3389/frym.2020.00069
3090,A QUEER NIGHT IN PARIS,"Guy de Maupassant Translated by ALBERT M. C. McMASTER, B.A. A. E. HENDERSON, B.A. MME. QUESADA and Others","As soon as he set foot on the Rue d'Amsterdam, he felt himself in quite jovial mood. He said to himself: ""Decidedly, the air of Paris does not resemble any other air. It has in it something indescribably stimulating, exciting, intoxicating, which fills you with a strange longing to dance about and to do many other things. As soon as I arrive here, it seems to me, all of a sudden, that I have taken a bottle of champagne. What a life one can lead in this city in the midst of artists! Happy are the elect, the great men who make themselves a reputation in such a city! What an existence is theirs!"" And he made plans; he would have liked to know some of these celebrated men, to talk about them in Vernon, and to spend an evening with them from time to time in Paris. But suddenly an idea struck him. He had heard allusions to little cafes in the outer boulevards at which well-known painters, men of letters, and even musicians gathered, and he proceeded to go up to Montmartre at a slow pace.",8.01,Public Domain,http://www.gutenberg.org/files/3090/3090-h/3090-h.htm
2047,The Process of Becoming a “Spider-Man”,"Felix Simon, Christian Quade & Natascha Turetzek","You probably know of many animals in which the males and females look very different. Male lions, for example, have beautiful manes, while lioness do not. In birds, males tend to be beautifully colored, while the females are not—just think of ducks, chicken, or peacocks. But do you know how to distinguish spider-men and -women? Usually, female spiders are bigger, but only if they are well-fed. Females can also be a different color than the males of their species, but this is not true for all species. You can use another really safe trick to identify a male spider. In front of their four walking legs, both spider males and females have another pair of appendages, the pedipalps. The pedipalps are used for many of the spider skills explained above, like feeding, sensing, catching prey, and mating. And exactly on the tip of these pedipalps only adult male spiders have a specialized organ, which looks like boxing gloves.",8.06,CC BY 4.0,
6116,New England Weather,Mark Twain,"There is a sumptuous variety about the New England weather that compels the stranger's admiration—and regret. The weather is always doing something there; always attending strictly to business; always getting up new designs and trying them on the people to see how they will go. But it gets through more business in spring than in any other season. In the spring I have counted one hundred and thirty-six different kinds of weather within four and twenty hours. It was I who made the fame and fortune of the man who had that marvelous collection of weather on exhibition at the Centennial, which so astounded the foreigners. He was going to travel around the world and get specimens from all climes. I said, ""Don't do it; just come to New England on a favorable spring day."" I told him what we could do in the way of style, variety, and quantity. Well, he came, and he made his collection in four days.",8.11,Public Domain,http://www.gutenberg.org/files/19721/19721-h/19721-h.htm
4337,With the Allies,Richard Harding Davis,"After the Germans occupied Brussels they closed the road to Aix-la- Chapelle. A week later, to carry their wounded and prisoners, they reopened it. But for eight days Brussels was isolated. The mail-trains and the telegraph office were in the hands of the invaders. They accepted our cables, censored them, and three days later told us, if we still wished, we could forward them. But only from Holland. By this they accomplished three things: they learned what we were writing about them, for three days prevented any news from leaving the city, and offered us an inducement to visit Holland, so getting rid of us. The dispatches of those diplomats who still remained in Brussels were treated in the same manner. With the most cheerful complacency the military authorities blue-pencilled their dispatches to their governments. When the diplomats learned of this, with their code cables they sent open cables stating that their confidential dispatches were being censored and delayed. They still were delayed. To get any message out of Brussels it was necessary to use an automobile, and nearly every automobile had taken itself off to Antwerp. If a motor-car appeared it was at once commandeered.",8.17,Public Domain,http://www.online-literature.com/richard-davis/with-the-allies/
2549,Electric_vehicle,simple wiki,"These types of cars do not have any kind of internal combustion engine, but are driven entirely using electric motors, which gets its power in different ways other than an engine. A fuel cell makes electricity from hydrogen. Hydrogen is very common, but hard to store. It can be made from water but is usually made from natural gas. These cars are very rare, because there are not many places where one can fill up with hydrogen, and so not many are made. One of the few companies who makes fuel cell cars is Toyota, which has the Mirai. A solar cell stores energy from the sun as electricity to make the car go. But the sunlight that lands on a solar car is not enough to make a full-sized car move very fast, and cannot work at night unless it stores energy somewhere. There is a competition every year to see who can make a car that goes the farthest on only solar power.",8.24,CC BY-SA 3.0 and GFDL,https://simple.wikipedia.org/wiki/Electric_vehicle
3828,"""OLD MUSTARD"": A TALE OF THE WESTERN PIONEERS",E. W. Frentz,"When Grandmother Lane was a little girl her father came in one day and said, ""Wife, it is all settled at last. I have sold the farm. Next week we will start West. There is a large company going from here, and we must try to get ready to go with them."" Little Mary, as grandmother was then called, heard the news with great delight, because she knew it would mean a long, long journey, lasting months, and carrying them into a new country, where there was never any cold weather and where great crops could be raised without much hard work, and there would always be plenty to eat. Besides, her family was not going alone, but many other families whom they knew were going at the same time, so that she would have some of her playmates with her all the way.",8.27,Public Domain,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html
6921,ADVENTURES OF TOM THUMB,Logan Marshall,"In the morning the parents called the children, and, after giving them a crust of bread, they all set out for the wood. Tom Thumb did not say a word to his brothers of what he had overheard; but, lingering behind, he dropped the pebbles from his pocket one by one, as they walked, so that he should be able to find his way home. When they reached a very thick part of the forest, the father and mother told the children to wait while they went a little farther to cut wood, but as soon as they were out of sight they turned and went home by another way. When darkness fell, the children began to realize that they were deserted, and they began to cry loudly. Tom Thumb, however, did not cry. ""Do not weep, my brothers,"" he said encouragingly. ""Only wait until the moon rises, and we shall soon be able to find our way home."" When at length the moon rose, it shone down upon the white pebbles which Tom Thumb had scattered; and, following this path, the children soon reached their father's house.",8.32,Public Domain,http://www.gutenberg.org/files/20748/20748-h/20748-h.htm#tom
6429,"The Scientific American Boy or, The Camp at Willow Clump Island",A. Russell (Alexander Russell) Bond,"When at last spring arrived and we returned to Lamington on our Easter vacation, quite a sum of money had been collected, nearly $15.00, if I remember rightly; at any rate plenty to buy the materials for a good-sized tent and leave a large surplus for provisions, etc. Bill figured out on paper just how much canvas we would need for a tent 7 feet wide by 9-1/2 feet long, which he estimated would be about large enough to hold us. It took 34 yards, 30 inches wide. Then we visited the village store to make our purchase. Canvas we found a little too expensive for us, but a material called drill seemed about right. It cost ten cents a yard, but since we wanted such a quantity of it the price was reduced to a total of $3.00. We repaired to the attic to lay out the material.",8.37,Public Domain,http://www.gutenberg.org/files/15831/15831-h/15831-h.htm
3658,All About Coffee,William H. Ukers,"Coffee first appears in the official records of the New England colony in 1670. In 1683, the year following William Penn's settlement on the Delaware, we find him buying supplies of coffee in the New York market and paying for them at the rate of eighteen shillings and nine pence per pound. Coffee houses patterned after the English and Continental prototypes were soon established in all the colonies. Those of New York and Philadelphia are described in separate chapters. The Boston houses are described at the end of this chapter. Norfolk, Chicago, St. Louis, and New Orleans also had them. Conrad Leonhard's coffee house at 320 Market Street. St. Louis, was famous for its coffee and coffee cake, from 1844 to 1905, when it became a bakery and lunch room, removing in 1919 to Eighth and Pine Streets. In the pioneer days of the great west, coffee and tea were hard to get; and, instead of them, teas were often made from garden herbs, spice wood, sassafras roots, and other shrubs, taken from the thickets.",8.45,Public Domain,http://www.gutenberg.org/files/28500/28500-h/28500-h.htm
5922,The Phoenix Bird,Hans Christian Andersen,"The Phoenix bird, dost thou not know him? The Bird of Paradise, the holy swan of song! On the car of Thespis he sat in the guise of a chattering raven, and flapped his black wings, smeared with the lees of wine; over the sounding harp of Iceland swept the swan's red beak; on Shakespeare's shoulder he sat in the guise of Odin's raven, and whispered in the poet's ear ""Immortality!"" and at the minstrels' feast he fluttered through the halls of the Wartburg. The Phoenix bird, dost thou not know him? He sang to thee the Marseillaise, and thou kissedst the pen that fell from his wing; he came in the radiance of Paradise, and perchance thou didst turn away from him towards the sparrow who sat with tinsel on his wings. The Bird of Paradise — renewed each century — born in flame, ending in flame! Thy picture, in a golden frame, hangs in the halls of the rich, but thou thyself often fliest around, lonely and disregarded, a myth — ""The Phoenix of Arabia.""",8.49,Public Domain,https://www.commonlit.org/texts/the-phoenix-bird
